id,question,option1,option2,option3,option4,correct_option_number
cc4c4716-35f6-4dec-98b6-b967596233d3,Child was seen taking off clothes while watching TV; he suddenly closes eyes for sometime and was lethargic after sometime. He had probably,GTCS,Absence seizures,Temporal lobe epilepsy,febrile seizures,3
ace8716c-bdaa-4d61-a5ec-cb02ab069231,"""Foli a deux"" is",Delusion of doubles,Substance abuse disorder,Sharing delusion with one more person,Dissociation disorder,3
740cc42d-dc11-4875-90a7-cd03b06cba2f,"a 50 years male developed a cerebro vascular accident and developed hemiplegia symptoms, then the patient had pathological emotions. what is the plan for managemnt for pathological emotions",amitriptilline,serailne,escitalopram,clomipramine,3
42632552-2564-447a-964b-803a592b6bb1,Derelation & depersonalisation seen in which type of disorder ?,Dissociative disorder,Personality disorders,Mania,,1
35063c4b-1cd6-4cba-b6a8-639b8ca1f050,"If a person is asked, ""what will he do if he sees a house on fire"", Then what is being tested in that person",Social judgment,Test judgment,Response judgment,None of the above,2
f8f0c9db-be85-4eb3-9a8a-682fbe99ea49,Interpretation of dreams by Freud -,1990,1900,1956,1919,2
d42cf361-e4c3-4d57-84d3-eb5302331fc2,all are cluster c personality disorders except,anakastic,anxious,schizotypal,dependent,3
69f57e72-df55-442d-be55-99631a78e3df,Anorexia nervosa can be differentiated from bulimia by:,Intense fear of weight gain,Disturbance of body image,Adolescent age,Peculiar patterns of food handling,4
b2c3e1b1-d421-49c1-9b38-70b5cd968c51,General paralysis of insane is associated with ?,Neurosyphillis,Alzheimer's disease,Parkinson's disease,None of the above,1
0de1f602-dd78-4503-9415-4dc68eadcd1b,Most specific of psychosis,Neologism,Incoherence,Pressure of speech,Perseveration,1
b51cbca7-30ed-4bf0-8394-7f631badc598,"An elderly woman suffering from schizophrenia is on antipsychotic medication. She developed purposeless involuntary facial and limb movements, constant chewing and puffing of cheeks. Which of the following drugs is least likely to be involved in this side effect -",Haloperidol,Clozapine,Fluphenazine,Loxapine,2
9a5e7761-8e68-46d5-864c-5fcd16a9d6c6,Incidence of hyperprolactinemia is highest with,Aripiprazole,Olanzapine,Clozapine,Risperidone,4
228c4f22-df86-4ebe-8e27-501daf2b337b,Which of the following doesn't resemble panic attack?,Hypoglycemia,GTCS,Myocardial infarction,Temporal lobe epilepsy,2
2b4c65df-734f-4e29-b2f5-f896b77fa820,Which of the following conditions characterised by episodes of excessive and uncontrolled eating :,Anorexia nervosa,Bulimia nervosa,Body dysmorphobia,All of the above,2
c6c19623-12c8-4185-b7a6-055fd1404507,Which of the following condition respond well with Clonidine?,Opiate withdrawal,Attention-deficit/hyperactivity disorder,Tourette's disorder,All of the above,4
49377919-1e35-49ed-abe9-380e5f2e071e,Neurofibrillary tangles are associated with: March 2007,Bipolar disorder,Alzheimer's disease,Schizophrenia,Multiple infarctions,2
c1c24fde-a1db-404f-946f-ef5d33afd372,Treatment of choice for acute panic attacks is -,Barbiturates,Benzodiazepines,TCAs,MAO inhibitors,2
852cc7a5-3ccf-47f8-acfb-f592f4acd3c1,"A young lady presented with repeated episodes of excessive eating followed by purging by use of laxatives, which is the most appropriate diagnosis?",Bulimia nervosa,Anorexia,Binge eating disorder,Psychogenic vomiting,1
e6a52a6d-bba1-44d7-b5b7-81433805673d,The common side effect with fluoxetine therapy is -,Seizure,Anxiety,Hypotension,Loose stools,4
6a5aaddb-653b-4516-bc8e-896439baa3fe,"The preferred drug for treating attention deficit hyperactivity disorder in a 6 year old boy, whose father has a history of substance abuse:-",Methylphenidate,Atomoxetine,Clonidine,Dexamphetamine,2
dd049663-f245-4459-87ae-aa64efb9e860,A patient with pneumonia for 5 days is admitted to the hospital in altered sensorium. He suddenly ceases to recognize the doctor and staff. He thinks that he is in jail and complains of scorpion attacking him. His probable diagnosis is:,Acute dementia,Acute delirium,Acute schizophrenia,Acute paranoia,2
2e239d6f-5232-452d-b0ca-7935eca8865f,A PATIENT OF SCHIZOPHRENIA TREATED FOR 5 YEARS DEVELOPE PERIORAL MOVEMENTS. LIKELY DIAGNOSIS IS:,Tardive dyskinesia,Muscular dystonia,Akathisia,Malignant neuroleptic syndrome,1
e2cef1c5-9dd5-48b3-a209-889ddde5dffd,"Scholastic performance is impaired in all of the following, except :",Attention Deficit Hyperactivity Disorder (ADHD),Specific Learning Disability (SLD),Anxiety,PICA,4
a271f22e-fb6c-4b79-8329-05dffa0bbf7b,"According to Sigmund Freud, primary process thinking is:",Illogical and bizarre,Rational,Absent during sleep,Logical and unconscious,1
0c4a0853-3e75-42fb-ba21-f4704316dd6d,"The features of ""Anankastic"" personality disorder is",Procrastination,Lack of impulse control,Rigidity and stubbornness,Not bound to rules,3
a7c66fd4-4472-4d1a-81e1-00df5d2ee808,Perceptual distoion of shape and reciprocal position of objects is seen in which of the following Syndrome ?,Pickwickian syndrome,Klein Levin syndrome,Alice in Wonderland syndrome,Kanner syndrome,3
94272b80-ef86-4d4c-9899-db224b0afe27,Lithium is treatment of choice for,Unipolar MDP prophylaxis,Bipolar MDP prophylaxis,Schizophrenia,Acute mania,2
18156abc-94cd-406e-92ba-7dbed0bde5b6,Term catatonia was used by -,Karl kahlbaum,Adolf meyer,Leo kanner,Karen homey,1
fbc58e8f-0ebe-400f-8e56-d29c403737f9,Characteristic symptoms of catatonic schizophrenia is,Stuptor,Rigidity,Negativism,All of the above,4
efd3b5c1-1dce-4c0b-8c1e-de77bb507343,Oedipus complex develops in which phase?,Oral,Anal,Genital,Phallic,4
f780510c-8032-4e68-9df3-fbb413f79af4,"A 35 years old male, with pre-morbid anxious traits & heavy smoker, believes that he has been suffering from 'lung carcinoma' for a year, No significant clinical finding is detected on examination and relevant investigation. He continues to stick to his belief despite evidence to the contrary. In the process, he has spent a huge amount of money, time and energy in getting himself unduly investigated. He is most likely suffering from:",Carcinoma lung,Hypochondrical disorder,Delusional disorder,Malingering,2
937dd47d-2d03-4bb7-a36d-d82a58f565d5,"A young girl hospitalised with anorexia nervosa is on treatment, Even after taking adequate food according to the recommended diet plan for last 1 week, there is no gain in weight, what is the next step in management:",Increase fluid intake,Observe patient for 2 hours after meal,Increase the do se of anxiolytics,Increase the caloric intake from 1500 kcal to 2000 kcal per day,2
48f8b172-a374-4d0d-ab0c-f902e7d33e8d,Chromosome-associated with bipolar disease -,Chromosome 16,Chromosome 13,Chromosome 18,Chromosome 11,3
bad50871-6901-49e6-9bb2-4f2c560d31e8,Contraindication for electroconvulsive therapy:,1st trimester Pregnancy,Elderly,Raised ICT,Catatonia,3
b464a8bd-60b9-41a0-9097-58560033a0f3,Most common delusions seen in schizophrenia are,Delusions of erotomania,Delusions of persecution,Delusions of grandiosity,Delusions of infidelity,2
7d8bbcda-df8d-43f6-8470-06c4b3d1f2d0,A 60 year man had undergone cardiac bypass surgery 2 days back. Now he staed forgetting things and was not able to recall names and phone numbers of his relatives. What is the probable diagnosis?,Depression,Post traumatic psychosis,Cognitive dysfunction,Alzheimer's disease,3
dcde9820-0e36-48d8-9394-26f46a6fa4c5,Antipsychotic drug with maximum hypotensive effect -,Fluphenazine,Trifluperazine,Thioridazine,Haloperidol,3
4647523f-09ad-4bb5-b8c3-cf2b4fd17369,"A patient comes to emergency opd with feeling of impending doom, intense anxeity and palpitations. All of the following investigations should be done in emergency except?","T3, T4, TSH",Glucose levels,Hemoglobin,ECG,3
0b947405-4650-40a8-bf75-118a165056ce,Which of the following hallucinations is pathognomonic of schizophrenia,Auditory hallucinations commanding the patient,Auditory hallucinations giving running commentary,Auditory hallucinations criticizing the patient,Auditory hallucinations talking to patient,2
e0dd6516-b306-4a00-9ec8-06beeb87f030,Which of the following is thought disorder?,Circumstantiality,Tangentiality,Prolixity,All of the above,4
aab8f8bc-53ce-4bd6-bb6c-73a27cc2e9f0,The most common form of dissociation hysteria is -,Fugue,Amnesia,Multiple perosonality,Somnambulism,2
b69cc76d-d301-4121-ae7f-af6f4839f1bc,"A child finds difficulty to spell and read, otherwise his IQ is normal, interacts well with parents and friends. Vision is normal. Most probable diagnosis of this condition is?",ADHD,Dyslexia,Autism,Asperger syndrome,2
db3d2269-3ab1-439a-96f6-255428892db5,"Presently, classification of psychiatric illness is done by:",DSM-V,ICD-10,Both of the above,None of the above,3
8b42306c-b9a7-4f3a-9bbf-7e2e11f0ec8d,Which of the following antidepressants causes sedation and pain relief?,Venalafaxine,Desipramine,Amitriptyline,Imipramine,3
2dbca813-87d9-4661-a3db-4bd89d5ad2ee,Premature ejaculation is due to defect in which phase:,Orgasm phase,Excitement phase,Resolution phase,Plateau phase,1
c0033ba6-80c8-4191-bcff-7c1839df236d,Which of the following conditions is not a parasomnia?,Narcolepsy,Nocturnal enuresis,Somnambulism,Somniloquy,1
95795f6c-eed5-456d-882c-936c071f834f,Good prognostic factor for schizophrenia is:,Childhood onset,Acute onset,Poor premorbid functioning/adjustment,Predominant negative symptoms,2
066620dd-3647-47a8-9c53-42c0698e7e88,Essential criteria for major depression are all except -,Delusion of grandeur,Loss of pleasure,Insomnia,Hypersomnia,1
77c4e0c7-16d1-4bc7-b1bf-96d0afb9155b,Delusional belief about subjective double is called:,Doppelganger,Autoscopy,Delusion of misidentification,Depersonalization,1
e4083d92-ce06-4edb-a1a7-9752eccd9039,A 72-year-old male suffering from major depression is recently trying to commit suicide multiple times. The best treatment is,Amitriptyline,Selegiline,Haloperidol,ECT,4
818d23a6-0796-4ec0-b1e5-90d0d2bce037,What is a feature of narcolepsy-,Insomnia,Hypersomnia at day time,Bimism,Somnambulism,2
968047ae-9027-4467-8bb1-57bdd7c96f1f,Amnesia typically occurs in,Psychoneurotic states,Mania,Head injury,Schizophrenia,3
f1c96348-bc55-4182-bd9f-e9f7e8ee512c,"A patient with acute psychosis, who is on haloperidol 20mg/day for last 2 days, has an episode characterized by tongue protrusion, oculogyric crisis, stiffness and abnormal posture of limbs and trunk without loss of consciousness for last 20 minutes before presenting to casualty. This improved within a few minutes after administration of diphenhydramine HCl. The most likely diagnosis is",Acute dystonia,Akathisia,Tardive dyskinesia,Neuroleptic malignant syndrome,1
bb541667-d6e3-4ede-9f12-1bc9d292d4aa,Flocillations are seen in :,Alzheimer's disease,Lewy body dementia,Punch drunk syndrome,Delirium,4
20b1e008-9540-42c4-b375-2ad6f0b24cb4,Therapeutic exposure is a form of,Behaviour therapy,Psychoanalysis,Cognitive therapy,Suppoive therapy,1
